key,value,date
12,0,2013-04-19
12,0,2013-05-03
12,0,2013-05-17
12,0,2013-05-31
12,0,2013-06-14
12,0,2013-06-28
12,0,2013-07-12
12,0,2013-07-26
12,0,2013-08-09
12,0,2013-08-23
12,0,2013-09-06
12,0,2013-09-20
12,0,2013-10-04
12,0,2013-10-18
12,0,2013-11-01
12,0,2013-11-15
12,0,2013-11-29
12,0,2013-12-13
12,0,2013-12-27
12,0,2014-01-10
12,0,2014-01-24
12,0,2014-02-07
12,0,2014-02-21
12,0,2014-03-07
12,0,2014-03-21
12,0,2014-04-04
12,0,2014-04-18
12,0,2014-05-02
12,0,2014-05-16
12,0,2014-05-30
12,0,2014-06-13
12,0,2014-06-27
12,0,2014-07-11
12,0,2014-07-25
12,0,2014-08-08
12,0,2014-08-22
12,0,2014-09-05
12,0,2014-09-19
13,0,2010-03-12
13,1,2010-03-26
13,1,2010-04-09
13,0,2010-04-23
13,0,2010-05-07
13,0,2010-05-21
13,0,2010-06-04
13,1,2010-06-18
13,8,2010-07-02
13,8,2010-07-16
13,2,2010-07-30
13,3,2010-08-13
13,7,2010-08-27
13,6,2010-09-10
13,10,2010-09-24
13,9,2010-10-08
13,0,2010-10-22
13,0,2010-11-05
13,7,2010-11-19
13,7,2010-12-03
13,9,2010-12-17
13,12,2010-12-31
13,3,2011-01-14
13,1,2011-01-28
13,1,2011-02-11
13,0,2011-02-25
13,0,2011-03-11
13,8,2011-03-25
13,18,2011-04-08
13,28,2011-04-22
13,18,2011-05-06
13,0,2011-05-20
13,1,2011-06-03
13,1,2011-06-17
13,22,2011-07-01
13,25,2011-07-15
13,6,2011-07-29
13,3,2011-08-12
13,0,2011-08-26
13,2,2011-09-09
13,2,2011-09-23
13,0,2011-10-07
13,0,2011-10-21
13,0,2011-11-04
13,0,2011-11-18
13,0,2011-12-02
13,0,2011-12-16
13,0,2011-12-30
13,0,2012-01-13
13,0,2012-01-27
13,0,2012-02-10
13,0,2012-02-24
13,0,2012-03-09
13,0,2012-03-23
13,0,2012-04-06
13,0,2012-04-20
13,0,2012-05-04
13,0,2012-05-18
13,0,2012-06-01
13,0,2012-06-15
13,0,2012-06-29
13,0,2012-07-13
13,0,2012-07-27
13,0,2012-08-10
13,0,2012-08-24
13,0,2012-09-07
13,0,2012-09-21
13,0,2012-10-05
13,0,2012-10-19
13,0,2012-11-02
13,0,2012-11-16
13,0,2012-11-30
13,0,2012-12-14
13,0,2012-12-28
13,0,2013-01-11
13,0,2013-01-25
13,0,2013-02-08
13,0,2013-02-22
13,0,2013-03-08
13,0,2013-03-22
13,0,2013-04-05
13,0,2013-04-19
13,0,2013-05-03
13,0,2013-05-17
13,0,2013-05-31
13,0,2013-06-14
13,0,2013-06-28
13,0,2013-07-12
13,0,2013-07-26
13,0,2013-08-09
13,0,2013-08-23
13,0,2013-09-06
13,0,2013-09-20
13,0,2013-10-04
13,0,2013-10-18
13,0,2013-11-01
13,0,2013-11-15
13,0,2013-11-29
13,0,2013-12-13
13,0,2013-12-27
13,0,2014-01-10
13,0,2014-01-24
13,0,2014-02-07
13,0,2014-02-21
13,0,2014-03-07
13,0,2014-03-21
13,0,2014-04-04
13,0,2014-04-18
13,0,2014-05-02
13,0,2014-05-16
13,0,2014-05-30
13,0,2014-06-13
13,0,2014-06-27
13,0,2014-07-11
13,0,2014-07-25
13,0,2014-08-08
13,0,2014-08-22
13,0,2014-09-05
13,0,2014-09-19
14,0,2010-03-12
14,0,2010-03-26
14,6,2010-04-09
14,6,2010-04-23
14,0,2010-05-07
14,0,2010-05-21
14,1,2010-06-04
14,5,2010-06-18
14,7,2010-07-02
14,4,2010-07-16
14,1,2010-07-30
14,0,2010-08-13
14,1,2010-08-27
14,4,2010-09-10
14,3,2010-09-24
14,0,2010-10-08
14,0,2010-10-22
14,0,2010-11-05
14,0,2010-11-19
14,0,2010-12-03
14,4,2010-12-17
14,4,2010-12-31
14,0,2011-01-14
14,0,2011-01-28
14,0,2011-02-11
14,0,2011-02-25
14,0,2011-03-11
14,0,2011-03-25
14,0,2011-04-08
14,0,2011-04-22
14,0,2011-05-06
14,0,2011-05-20
14,0,2011-06-03
14,0,2011-06-17
14,21,2011-07-01
14,21,2011-07-15
14,1,2011-07-29
14,1,2011-08-12
14,6,2011-08-26
14,6,2011-09-09
14,0,2011-09-23
14,0,2011-10-07
14,0,2011-10-21
14,0,2011-11-04
14,0,2011-11-18
14,0,2011-12-02
14,0,2011-12-16
14,0,2011-12-30
14,0,2012-01-13
14,0,2012-01-27
14,0,2012-02-10
14,0,2012-02-24
14,0,2012-03-09
14,0,2012-03-23
14,0,2012-04-06
14,0,2012-04-20
14,0,2012-05-04
14,0,2012-05-18
14,0,2012-06-01
14,0,2012-06-15
14,0,2012-06-29
14,0,2012-07-13
14,0,2012-07-27
14,0,2012-08-10
14,0,2012-08-24
14,0,2012-09-07
14,0,2012-09-21
14,0,2012-10-05
14,0,2012-10-19
14,0,2012-11-02
14,0,2012-11-16
14,0,2012-11-30
14,0,2012-12-14
14,0,2012-12-28
14,0,2013-01-11
14,0,2013-01-25
14,0,2013-02-08
14,0,2013-02-22
14,0,2013-03-08
14,0,2013-03-22
14,0,2013-04-05
14,0,2013-04-19
14,0,2013-05-03
14,0,2013-05-17
14,0,2013-05-31
14,0,2013-06-14
14,0,2013-06-28
14,0,2013-07-12
14,0,2013-07-26
14,0,2013-08-09
14,0,2013-08-23
14,0,2013-09-06
14,0,2013-09-20
14,0,2013-10-04
14,0,2013-10-18
14,0,2013-11-01
14,0,2013-11-15
14,0,2013-11-29
14,0,2013-12-13
14,0,2013-12-27
14,0,2014-01-10
14,0,2014-01-24
14,0,2014-02-07
14,0,2014-02-21
14,0,2014-03-07
14,0,2014-03-21
14,0,2014-04-04
14,0,2014-04-18
14,0,2014-05-02
14,0,2014-05-16
14,0,2014-05-30
14,0,2014-06-13
14,0,2014-06-27
14,0,2014-07-11
14,0,2014-07-25
14,0,2014-08-08
14,0,2014-08-22
14,0,2014-09-05
14,0,2014-09-19
18,0,2010-03-12
18,4,2010-03-26
18,4,2010-04-09
18,2,2010-04-23
18,7,2010-05-07
18,6,2010-05-21
18,5,2010-06-04
18,6,2010-06-18
18,4,2010-07-02
18,2,2010-07-16
18,7,2010-07-30
18,11,2010-08-13
18,4,2010-08-27
18,6,2010-09-10
18,9,2010-09-24
18,3,2010-10-08
18,0,2010-10-22
18,0,2010-11-05
18,12,2010-11-19
18,26,2010-12-03
18,14,2010-12-17
18,7,2010-12-31
18,16,2011-01-14
18,10,2011-01-28
18,1,2011-02-11
18,0,2011-02-25
18,0,2011-03-11
18,3,2011-03-25
18,7,2011-04-08
18,4,2011-04-22
18,0,2011-05-06
18,5,2011-05-20
18,7,2011-06-03
18,2,2011-06-17
18,1,2011-07-01
18,4,2011-07-15
18,8,2011-07-29
18,5,2011-08-12
18,0,2011-08-26
18,3,2011-09-09
18,7,2011-09-23
18,4,2011-10-07
18,0,2011-10-21
18,1,2011-11-04
18,1,2011-11-18
18,0,2011-12-02
18,0,2011-12-16
18,1,2011-12-30
18,1,2012-01-13
18,0,2012-01-27
18,2,2012-02-10
18,2,2012-02-24
18,5,2012-03-09
18,11,2012-03-23
18,6,2012-04-06
18,5,2012-04-20
18,5,2012-05-04
18,0,2012-05-18
18,0,2012-06-01
18,10,2012-06-15
18,14,2012-06-29
18,33,2012-07-13
18,29,2012-07-27
18,2,2012-08-10
18,5,2012-08-24
18,3,2012-09-07
18,0,2012-09-21
18,0,2012-10-05
18,0,2012-10-19
18,1,2012-11-02
18,1,2012-11-16
18,0,2012-11-30
18,0,2012-12-14
18,2,2012-12-28
18,2,2013-01-11
18,4,2013-01-25
18,4,2013-02-08
18,1,2013-02-22
18,1,2013-03-08
18,2,2013-03-22
18,2,2013-04-05
18,0,2013-04-19
18,0,2013-05-03
18,0,2013-05-17
18,0,2013-05-31
18,0,2013-06-14
18,1,2013-06-28
18,1,2013-07-12
18,0,2013-07-26
18,0,2013-08-09
18,0,2013-08-23
18,0,2013-09-06
18,0,2013-09-20
18,0,2013-10-04
18,0,2013-10-18
18,3,2013-11-01
18,3,2013-11-15
18,2,2013-11-29
18,6,2013-12-13
18,4,2013-12-27
18,0,2014-01-10
18,0,2014-01-24
18,1,2014-02-07
18,1,2014-02-21
18,0,2014-03-07
18,0,2014-03-21
18,0,2014-04-04
18,1,2014-04-18
18,1,2014-05-02
18,0,2014-05-16
18,0,2014-05-30
18,0,2014-06-13
18,0,2014-06-27
18,0,2014-07-11
18,0,2014-07-25
18,0,2014-08-08
18,0,2014-08-22
18,0,2014-09-05
18,0,2014-09-19
20,0,2010-03-12
20,3,2010-03-26
20,13,2010-04-09
20,16,2010-04-23
20,6,2010-05-07
20,0,2010-05-21
20,0,2010-06-04
20,0,2010-06-18
20,11,2010-07-02
20,11,2010-07-16
20,0,2010-07-30
20,0,2010-08-13
20,11,2010-08-27
20,13,2010-09-10
20,2,2010-09-24
20,0,2010-10-08
20,0,2010-10-22
20,0,2010-11-05
20,0,2010-11-19
20,0,2010-12-03
20,0,2010-12-17
20,0,2010-12-31
20,0,2011-01-14
20,1,2011-01-28
20,1,2011-02-11
20,0,2011-02-25
20,0,2011-03-11
20,6,2011-03-25
20,10,2011-04-08
20,5,2011-04-22
20,3,2011-05-06
20,27,2011-05-20
20,25,2011-06-03
20,3,2011-06-17
20,3,2011-07-01
20,0,2011-07-15
20,3,2011-07-29
20,3,2011-08-12
20,10,2011-08-26
20,17,2011-09-09
20,7,2011-09-23
20,0,2011-10-07
20,0,2011-10-21
20,4,2011-11-04
20,4,2011-11-18
20,0,2011-12-02
20,4,2011-12-16
20,5,2011-12-30
20,1,2012-01-13
20,0,2012-01-27
20,0,2012-02-10
20,0,2012-02-24
20,0,2012-03-09
20,2,2012-03-23
20,2,2012-04-06
20,0,2012-04-20
20,0,2012-05-04
20,0,2012-05-18
20,0,2012-06-01
20,0,2012-06-15
20,0,2012-06-29
20,0,2012-07-13
20,0,2012-07-27
20,3,2012-08-10
20,3,2012-08-24
20,0,2012-09-07
20,0,2012-09-21
20,0,2012-10-05
20,0,2012-10-19
20,0,2012-11-02
20,0,2012-11-16
20,0,2012-11-30
20,0,2012-12-14
20,0,2012-12-28
20,0,2013-01-11
20,0,2013-01-25
20,0,2013-02-08
20,0,2013-02-22
20,0,2013-03-08
20,0,2013-03-22
20,0,2013-04-05
20,0,2013-04-19
20,0,2013-05-03
20,0,2013-05-17
20,0,2013-05-31
20,0,2013-06-14
20,0,2013-06-28
20,0,2013-07-12
20,0,2013-07-26
20,0,2013-08-09
20,0,2013-08-23
20,0,2013-09-06
20,0,2013-09-20
20,0,2013-10-04
20,0,2013-10-18
20,0,2013-11-01
20,0,2013-11-15
20,0,2013-11-29
20,0,2013-12-13
20,6,2013-12-27
20,6,2014-01-10
20,0,2014-01-24
20,0,2014-02-07
20,0,2014-02-21
20,0,2014-03-07
20,0,2014-03-21
20,0,2014-04-04
20,0,2014-04-18
20,0,2014-05-02
20,0,2014-05-16
20,0,2014-05-30
20,0,2014-06-13
20,0,2014-06-27
20,0,2014-07-11
20,0,2014-07-25
20,0,2014-08-08
20,0,2014-08-22
20,0,2014-09-05
20,0,2014-09-19
34,0,2010-03-12
34,0,2010-03-26
34,0,2010-04-09
34,0,2010-04-23
34,0,2010-05-07
34,0,2010-05-21
34,8,2010-06-04
34,8,2010-06-18
34,0,2010-07-02
34,0,2010-07-16
34,0,2010-07-30
34,1,2010-08-13
34,2,2010-08-27
34,1,2010-09-10
34,0,2010-09-24
34,0,2010-10-08
34,1,2010-10-22
34,1,2010-11-05
34,9,2010-11-19
34,9,2010-12-03
34,0,2010-12-17
34,0,2010-12-31
34,0,2011-01-14
34,1,2011-01-28
34,2,2011-02-11
34,1,2011-02-25
34,0,2011-03-11
34,0,2011-03-25
34,4,2011-04-08
34,7,2011-04-22
34,3,2011-05-06
34,2,2011-05-20
34,8,2011-06-03
34,6,2011-06-17
34,0,2011-07-01
34,0,2011-07-15
34,1,2011-07-29
34,4,2011-08-12
34,3,2011-08-26
34,0,2011-09-09
34,3,2011-09-23
34,6,2011-10-07
34,3,2011-10-21
34,0,2011-11-04
34,0,2011-11-18
34,0,2011-12-02
34,3,2011-12-16
34,8,2011-12-30
34,6,2012-01-13
34,2,2012-01-27
34,1,2012-02-10
34,0,2012-02-24
34,0,2012-03-09
34,2,2012-03-23
34,2,2012-04-06
34,4,2012-04-20
34,9,2012-05-04
34,9,2012-05-18
34,4,2012-06-01
34,0,2012-06-15
34,0,2012-06-29
34,0,2012-07-13
34,0,2012-07-27
34,0,2012-08-10
34,5,2012-08-24
34,5,2012-09-07
34,4,2012-09-21
34,4,2012-10-05
34,1,2012-10-19
34,1,2012-11-02
34,0,2012-11-16
34,2,2012-11-30
34,16,2012-12-14
34,14,2012-12-28
34,2,2013-01-11
34,3,2013-01-25
34,1,2013-02-08
34,2,2013-02-22
34,2,2013-03-08
34,0,2013-03-22
34,0,2013-04-05
34,0,2013-04-19
34,0,2013-05-03
34,0,2013-05-17
34,0,2013-05-31
34,0,2013-06-14
34,0,2013-06-28
34,13,2013-07-12
34,13,2013-07-26
34,0,2013-08-09
34,0,2013-08-23
34,1,2013-09-06
34,1,2013-09-20
34,0,2013-10-04
34,0,2013-10-18
34,2,2013-11-01
34,2,2013-11-15
34,0,2013-11-29
34,1,2013-12-13
34,3,2013-12-27
34,2,2014-01-10
34,0,2014-01-24
34,0,2014-02-07
34,0,2014-02-21
34,0,2014-03-07
34,0,2014-03-21
34,0,2014-04-04
34,0,2014-04-18
34,0,2014-05-02
34,0,2014-05-16
34,0,2014-05-30
34,0,2014-06-13
34,0,2014-06-27
34,0,2014-07-11
34,0,2014-07-25
34,0,2014-08-08
34,0,2014-08-22
34,0,2014-09-05
34,3,2014-09-19
45,0,2010-03-12
45,0,2010-03-26
45,0,2010-04-09
45,0,2010-04-23
45,0,2010-05-07
45,0,2010-05-21
45,0,2010-06-04
45,0,2010-06-18
45,0,2010-07-02
45,0,2010-07-16
45,0,2010-07-30
45,0,2010-08-13
45,17,2010-08-27
45,20,2010-09-10
45,3,2010-09-24
45,0,2010-10-08
45,0,2010-10-22
45,0,2010-11-05
45,0,2010-11-19
45,0,2010-12-03
45,0,2010-12-17
45,0,2010-12-31
45,0,2011-01-14
45,0,2011-01-28
45,0,2011-02-11
45,0,2011-02-25
45,0,2011-03-11
45,0,2011-03-25
45,0,2011-04-08
45,11,2011-04-22
45,11,2011-05-06
45,0,2011-05-20
45,0,2011-06-03
45,0,2011-06-17
45,0,2011-07-01
45,0,2011-07-15
45,0,2011-07-29
45,0,2011-08-12
45,0,2011-08-26
45,0,2011-09-09
45,0,2011-09-23
45,0,2011-10-07
45,0,2011-10-21
45,0,2011-11-04
45,0,2011-11-18
45,0,2011-12-02
45,0,2011-12-16
45,0,2011-12-30
45,0,2012-01-13
45,0,2012-01-27
45,0,2012-02-10
45,0,2012-02-24
45,0,2012-03-09
45,0,2012-03-23
45,5,2012-04-06
45,7,2012-04-20
45,2,2012-05-04
45,0,2012-05-18
45,8,2012-06-01
45,8,2012-06-15
45,6,2012-06-29
45,18,2012-07-13
45,12,2012-07-27
45,0,2012-08-10
45,0,2012-08-24
45,0,2012-09-07
45,0,2012-09-21
45,0,2012-10-05
45,0,2012-10-19
45,0,2012-11-02
45,0,2012-11-16
45,0,2012-11-30
45,0,2012-12-14
45,0,2012-12-28
45,0,2013-01-11
45,0,2013-01-25
45,0,2013-02-08
45,0,2013-02-22
45,0,2013-03-08
45,0,2013-03-22
45,6,2013-04-05
45,6,2013-04-19
45,0,2013-05-03
45,0,2013-05-17
45,0,2013-05-31
45,0,2013-06-14
45,0,2013-06-28
45,0,2013-07-12
45,0,2013-07-26
45,0,2013-08-09
45,0,2013-08-23
45,0,2013-09-06
45,0,2013-09-20
45,0,2013-10-04
45,0,2013-10-18
45,0,2013-11-01
45,0,2013-11-15
45,0,2013-11-29
45,0,2013-12-13
45,0,2013-12-27
45,0,2014-01-10
45,0,2014-01-24
45,0,2014-02-07
45,0,2014-02-21
45,0,2014-03-07
45,0,2014-03-21
45,0,2014-04-04
45,0,2014-04-18
45,0,2014-05-02
45,8,2014-05-16
45,8,2014-05-30
45,0,2014-06-13
45,0,2014-06-27
45,0,2014-07-11
45,0,2014-07-25
45,0,2014-08-08
45,0,2014-08-22
45,0,2014-09-05
45,0,2014-09-19
58,0,2010-03-12
58,0,2010-03-26
58,0,2010-04-09
58,0,2010-04-23
58,0,2010-05-07
58,0,2010-05-21
58,0,2010-06-04
58,0,2010-06-18
58,0,2010-07-02
58,0,2010-07-16
58,0,2010-07-30
58,0,2010-08-13
58,0,2010-08-27
58,0,2010-09-10
58,0,2010-09-24
58,1,2010-10-08
58,12,2010-10-22
58,11,2010-11-05
58,11,2010-11-19
58,11,2010-12-03
58,6,2010-12-17
58,39,2010-12-31
58,33,2011-01-14
58,28,2011-01-28
58,30,2011-02-11
58,2,2011-02-25
58,0,2011-03-11
58,0,2011-03-25
58,0,2011-04-08
58,7,2011-04-22
58,12,2011-05-06
58,26,2011-05-20
58,26,2011-06-03
58,10,2011-06-17
58,21,2011-07-01
58,19,2011-07-15
58,4,2011-07-29
58,3,2011-08-12
58,4,2011-08-26
58,18,2011-09-09
58,20,2011-09-23
58,4,2011-10-07
58,0,2011-10-21
58,0,2011-11-04
58,0,2011-11-18
58,6,2011-12-02
58,23,2011-12-16
58,28,2011-12-30
58,11,2012-01-13
58,2,2012-01-27
58,2,2012-02-10
58,0,2012-02-24
58,0,2012-03-09
58,10,2012-03-23
58,14,2012-04-06
58,6,2012-04-20
58,2,2012-05-04
58,0,2012-05-18
58,16,2012-06-01
58,20,2012-06-15
58,7,2012-06-29
58,3,2012-07-13
58,0,2012-07-27
58,0,2012-08-10
58,0,2012-08-24
58,0,2012-09-07
58,0,2012-09-21
58,0,2012-10-05
58,0,2012-10-19
58,0,2012-11-02
58,0,2012-11-16
58,10,2012-11-30
58,31,2012-12-14
58,38,2012-12-28
58,17,2013-01-11
58,0,2013-01-25
58,0,2013-02-08
58,0,2013-02-22
58,0,2013-03-08
58,0,2013-03-22
58,0,2013-04-05
58,0,2013-04-19
58,0,2013-05-03
58,0,2013-05-17
58,0,2013-05-31
58,0,2013-06-14
58,0,2013-06-28
58,0,2013-07-12
58,0,2013-07-26
58,0,2013-08-09
58,7,2013-08-23
58,11,2013-09-06
58,17,2013-09-20
58,13,2013-10-04
58,0,2013-10-18
58,0,2013-11-01
58,0,2013-11-15
58,0,2013-11-29
58,0,2013-12-13
58,4,2013-12-27
58,4,2014-01-10
58,0,2014-01-24
58,0,2014-02-07
58,0,2014-02-21
58,0,2014-03-07
58,0,2014-03-21
58,0,2014-04-04
58,9,2014-04-18
58,9,2014-05-02
58,0,2014-05-16
58,0,2014-05-30
58,0,2014-06-13
58,0,2014-06-27
58,0,2014-07-11
58,0,2014-07-25
58,0,2014-08-08
58,0,2014-08-22
58,0,2014-09-05
58,7,2014-09-19
59,0,2010-03-12
59,0,2010-03-26
59,0,2010-04-09
59,0,2010-04-23
59,0,2010-05-07
59,0,2010-05-21
59,0,2010-06-04
59,0,2010-06-18
59,0,2010-07-02
59,0,2010-07-16
59,0,2010-07-30
59,0,2010-08-13
59,0,2010-08-27
59,0,2010-09-10
59,0,2010-09-24
59,0,2010-10-08
59,6,2010-10-22
59,10,2010-11-05
59,5,2010-11-19
59,1,2010-12-03
59,7,2010-12-17
59,7,2010-12-31
59,0,2011-01-14
59,3,2011-01-28
59,6,2011-02-11
59,3,2011-02-25
59,0,2011-03-11
59,0,2011-03-25
59,2,2011-04-08
59,22,2011-04-22
59,21,2011-05-06
59,21,2011-05-20
59,20,2011-06-03
59,2,2011-06-17
59,2,2011-07-01
59,0,2011-07-15
59,0,2011-07-29
59,0,2011-08-12
59,0,2011-08-26
59,4,2011-09-09
59,7,2011-09-23
59,3,2011-10-07
59,0,2011-10-21
59,0,2011-11-04
59,3,2011-11-18
59,4,2011-12-02
59,9,2011-12-16
59,10,2011-12-30
59,2,2012-01-13
59,4,2012-01-27
59,5,2012-02-10
59,1,2012-02-24
59,0,2012-03-09
59,0,2012-03-23
59,3,2012-04-06
59,3,2012-04-20
59,0,2012-05-04
59,0,2012-05-18
59,0,2012-06-01
59,0,2012-06-15
59,2,2012-06-29
59,4,2012-07-13
59,4,2012-07-27
59,4,2012-08-10
59,8,2012-08-24
59,6,2012-09-07
59,0,2012-09-21
59,0,2012-10-05
59,0,2012-10-19
59,0,2012-11-02
59,0,2012-11-16
59,0,2012-11-30
59,1,2012-12-14
59,1,2012-12-28
59,0,2013-01-11
59,0,2013-01-25
59,0,2013-02-08
59,0,2013-02-22
59,0,2013-03-08
59,0,2013-03-22
59,0,2013-04-05
59,0,2013-04-19
59,0,2013-05-03
59,0,2013-05-17
59,0,2013-05-31
59,0,2013-06-14
59,0,2013-06-28
59,0,2013-07-12
59,0,2013-07-26
59,0,2013-08-09
59,0,2013-08-23
59,10,2013-09-06
59,11,2013-09-20
59,1,2013-10-04
59,0,2013-10-18
59,2,2013-11-01
59,2,2013-11-15
59,0,2013-11-29
59,0,2013-12-13
59,0,2013-12-27
59,0,2014-01-10
59,0,2014-01-24
59,0,2014-02-07
59,0,2014-02-21
59,0,2014-03-07
59,2,2014-03-21
59,2,2014-04-04
59,0,2014-04-18
59,0,2014-05-02
59,0,2014-05-16
59,0,2014-05-30
59,0,2014-06-13
59,0,2014-06-27
59,0,2014-07-11
59,0,2014-07-25
59,0,2014-08-08
59,0,2014-08-22
59,0,2014-09-05
59,0,2014-09-19
86,0,2010-03-12
86,0,2010-03-26
86,0,2010-04-09
86,0,2010-04-23
86,0,2010-05-07
86,0,2010-05-21
86,0,2010-06-04
86,0,2010-06-18
86,0,2010-07-02
86,0,2010-07-16
86,0,2010-07-30
86,0,2010-08-13
86,0,2010-08-27
86,0,2010-09-10
86,0,2010-09-24
86,0,2010-10-08
86,0,2010-10-22
86,0,2010-11-05
86,0,2010-11-19
86,0,2010-12-03
86,0,2010-12-17
86,0,2010-12-31
86,0,2011-01-14
86,0,2011-01-28
86,0,2011-02-11
86,0,2011-02-25
86,0,2011-03-11
86,0,2011-03-25
86,0,2011-04-08
86,0,2011-04-22
86,109,2011-05-06
86,262,2011-05-20
86,239,2011-06-03
86,86,2011-06-17
86,98,2011-07-01
86,99,2011-07-15
86,1,2011-07-29
86,0,2011-08-12
86,0,2011-08-26
86,0,2011-09-09
86,0,2011-09-23
86,0,2011-10-07
86,0,2011-10-21
86,0,2011-11-04
86,0,2011-11-18
86,0,2011-12-02
86,0,2011-12-16
86,0,2011-12-30
86,0,2012-01-13
86,0,2012-01-27
86,0,2012-02-10
86,0,2012-02-24
86,0,2012-03-09
86,0,2012-03-23
86,0,2012-04-06
86,0,2012-04-20
86,0,2012-05-04
86,0,2012-05-18
86,0,2012-06-01
86,0,2012-06-15
86,0,2012-06-29
86,0,2012-07-13
86,0,2012-07-27
86,0,2012-08-10
86,0,2012-08-24
86,0,2012-09-07
86,0,2012-09-21
86,0,2012-10-05
86,0,2012-10-19
86,0,2012-11-02
86,0,2012-11-16
86,0,2012-11-30
86,0,2012-12-14
86,0,2012-12-28
86,0,2013-01-11
86,0,2013-01-25
86,0,2013-02-08
86,0,2013-02-22
86,0,2013-03-08
86,0,2013-03-22
86,0,2013-04-05
86,0,2013-04-19
86,0,2013-05-03
86,0,2013-05-17
86,0,2013-05-31
86,0,2013-06-14
86,0,2013-06-28
86,0,2013-07-12
86,0,2013-07-26
86,0,2013-08-09
86,0,2013-08-23
86,0,2013-09-06
86,0,2013-09-20
86,0,2013-10-04
86,0,2013-10-18
86,0,2013-11-01
86,0,2013-11-15
86,0,2013-11-29
86,0,2013-12-13
86,0,2013-12-27
86,0,2014-01-10
86,0,2014-01-24
86,0,2014-02-07
86,0,2014-02-21
86,0,2014-03-07
86,0,2014-03-21
86,0,2014-04-04
86,0,2014-04-18
86,0,2014-05-02
86,0,2014-05-16
86,0,2014-05-30
86,0,2014-06-13
86,0,2014-06-27
86,0,2014-07-11
86,0,2014-07-25
86,0,2014-08-08
86,0,2014-08-22
86,0,2014-09-05
86,0,2014-09-19
87,0,2010-03-12
87,0,2010-03-26
87,0,2010-04-09
87,0,2010-04-23
87,0,2010-05-07
87,0,2010-05-21
87,0,2010-06-04
87,0,2010-06-18
87,0,2010-07-02
87,0,2010-07-16
87,0,2010-07-30
87,0,2010-08-13
87,0,2010-08-27
87,0,2010-09-10
87,0,2010-09-24
87,0,2010-10-08
87,0,2010-10-22
87,0,2010-11-05
87,0,2010-11-19
87,0,2010-12-03
87,0,2010-12-17
87,0,2010-12-31
87,0,2011-01-14
87,0,2011-01-28
87,0,2011-02-11
87,0,2011-02-25
87,0,2011-03-11
87,0,2011-03-25
87,0,2011-04-08
87,0,2011-04-22
87,0,2011-05-06
87,0,2011-05-20
87,0,2011-06-03
87,0,2011-06-17
87,7,2011-07-01
87,7,2011-07-15
87,0,2011-07-29
87,0,2011-08-12
87,0,2011-08-26
87,0,2011-09-09
87,0,2011-09-23
87,0,2011-10-07
87,0,2011-10-21
87,0,2011-11-04
87,0,2011-11-18
87,0,2011-12-02
87,7,2011-12-16
87,9,2011-12-30
87,2,2012-01-13
87,1,2012-01-27
87,1,2012-02-10
87,0,2012-02-24
87,0,2012-03-09
87,7,2012-03-23
87,7,2012-04-06
87,0,2012-04-20
87,0,2012-05-04
87,0,2012-05-18
87,0,2012-06-01
87,0,2012-06-15
87,9,2012-06-29
87,17,2012-07-13
87,8,2012-07-27
87,0,2012-08-10
87,0,2012-08-24
87,0,2012-09-07
87,0,2012-09-21
87,0,2012-10-05
87,0,2012-10-19
87,0,2012-11-02
87,0,2012-11-16
87,0,2012-11-30
87,0,2012-12-14
87,0,2012-12-28
87,0,2013-01-11
87,0,2013-01-25
87,0,2013-02-08
87,0,2013-02-22
87,0,2013-03-08
87,0,2013-03-22
87,0,2013-04-05
87,0,2013-04-19
87,0,2013-05-03
87,0,2013-05-17
87,0,2013-05-31
87,0,2013-06-14
87,0,2013-06-28
87,2,2013-07-12
87,2,2013-07-26
87,0,2013-08-09
87,0,2013-08-23
87,0,2013-09-06
87,13,2013-09-20
87,13,2013-10-04
87,0,2013-10-18
87,0,2013-11-01
87,0,2013-11-15
87,0,2013-11-29
87,5,2013-12-13
87,5,2013-12-27
87,0,2014-01-10
87,0,2014-01-24
87,0,2014-02-07
87,0,2014-02-21
87,0,2014-03-07
87,1,2014-03-21
87,1,2014-04-04
87,0,2014-04-18
87,0,2014-05-02
87,0,2014-05-16
87,0,2014-05-30
87,0,2014-06-13
87,0,2014-06-27
87,0,2014-07-11
87,0,2014-07-25
87,0,2014-08-08
87,0,2014-08-22
87,0,2014-09-05
87,0,2014-09-19
88,0,2010-03-12
88,0,2010-03-26
88,0,2010-04-09
88,0,2010-04-23
88,0,2010-05-07
88,0,2010-05-21
88,0,2010-06-04
88,0,2010-06-18
88,0,2010-07-02
88,0,2010-07-16
88,0,2010-07-30
88,0,2010-08-13
88,0,2010-08-27
88,0,2010-09-10
88,0,2010-09-24
88,0,2010-10-08
88,0,2010-10-22
88,0,2010-11-05
88,0,2010-11-19
88,0,2010-12-03
88,0,2010-12-17
88,0,2010-12-31
88,0,2011-01-14
88,0,2011-01-28
88,0,2011-02-11
88,0,2011-02-25
88,0,2011-03-11
88,0,2011-03-25
88,0,2011-04-08
88,0,2011-04-22
88,1,2011-05-06
88,8,2011-05-20
88,7,2011-06-03
88,0,2011-06-17
88,0,2011-07-01
88,0,2011-07-15
88,0,2011-07-29
88,0,2011-08-12
88,7,2011-08-26
88,11,2011-09-09
88,15,2011-09-23
88,11,2011-10-07
88,0,2011-10-21
88,0,2011-11-04
